timestamp,setPoint,xAngVel,simSpeed,thrustPitch,xAngle,systemTime
309.000000,-0.349066,-0.162091,0.250000,-0.257394,-0.018117,36230.000000,
310.000000,-0.349066,-0.163006,0.333333,-0.257394,-0.018280,36234.000000,
311.000000,-0.349066,-0.163921,0.142857,-0.257394,-0.018444,36241.000000,
312.000000,-0.349066,-0.164835,0.250000,-0.257394,-0.018609,36246.000000,
313.000000,-0.349066,-0.165750,0.250000,-0.262005,-0.018775,36250.000000,
314.000000,-0.349066,-0.166665,0.333333,-0.262005,-0.018942,36254.000000,
315.000000,-0.349066,-0.167597,0.200000,-0.262005,-0.019109,36259.000000,
316.000000,-0.349066,-0.168529,0.333333,-0.262005,-0.019278,36263.000000,
317.000000,-0.349066,-0.169460,0.333333,-0.262005,-0.019447,36267.000000,
318.000000,-0.349066,-0.170392,0.333333,-0.262005,-0.019617,36271.000000,
319.000000,-0.349066,-0.171324,0.166667,-0.262005,-0.019789,36277.000000,
320.000000,-0.349066,-0.172256,0.250000,-0.262005,-0.019961,36282.000000,
321.000000,-0.349066,-0.173188,0.200000,-0.262005,-0.020134,36287.000000,
322.000000,-0.349066,-0.174119,0.166667,-0.262005,-0.020308,36293.000000,
323.000000,-0.349066,-0.175051,0.250000,-0.266345,-0.020483,36298.000000,
324.000000,-0.349066,-0.175983,0.250000,-0.266345,-0.020659,36302.000000,
325.000000,-0.349066,-0.176931,0.142857,-0.266345,-0.020836,36310.000000,
326.000000,-0.349066,-0.177878,0.250000,-0.266345,-0.021014,36315.000000,
327.000000,-0.349066,-0.178826,0.250000,-0.266345,-0.021193,36320.000000,
328.000000,-0.349066,-0.179774,0.200000,-0.266345,-0.021373,36325.000000,
329.000000,-0.349066,-0.180722,0.250000,-0.266345,-0.021554,36329.000000,
330.000000,-0.349066,-0.181670,0.250000,-0.266345,-0.021735,36334.000000,
331.000000,-0.349066,-0.182618,0.166667,-0.266345,-0.021918,36341.000000,
332.000000,-0.349066,-0.183565,0.166667,-0.266345,-0.022101,36347.000000,
333.000000,-0.349066,-0.184513,0.142857,-0.270411,-0.022286,36354.000000,
334.000000,-0.349066,-0.185461,0.125000,-0.270411,-0.022471,36363.000000,
335.000000,-0.349066,-0.186424,0.200000,-0.270411,-0.022658,36368.000000,
