timestamp,rocket_x,rocket_y,rocket_ay,rocket_z,rocket_vx,rocket_vy,rocket_vz,rocket_ax,rocket_az,rocket_theta,rocket_phi,rocket_wy,rocket_psi,rocket_wx,rocket_wz,rocket_alphx,rocket_alphy,rocket_alphz,course_deviation,simSpeed,systemTime
485.000000,0.000001,0.569994,5.000005,0.000140,-0.000545,2.374983,-0.033780,-0.004105,-0.163390,0.000000,0.001255,-0.000000,-0.000015,0.008749,-0.000140,0.043018,-0.000000,-0.001060,0.000140,1.666667,27258.000000,
490.000000,0.000001,0.581994,5.000006,0.000147,-0.000567,2.399983,-0.034619,-0.004352,-0.167770,0.000000,0.001300,-0.000000,-0.000015,0.008970,-0.000146,0.044186,-0.000000,-0.001124,0.000147,1.250000,27262.000000,
495.000000,0.000002,0.594119,5.000024,0.000153,-0.000588,2.424983,-0.035457,-0.004349,-0.167555,0.000000,0.001346,-0.000000,-0.000016,0.009191,-0.000151,0.044188,-0.000000,-0.001124,0.000153,1.000000,27268.000000,
500.000000,0.000002,0.606368,5.000026,0.000160,-0.000611,2.449983,-0.036316,-0.004605,-0.171896,0.000000,0.001393,-0.000000,-0.000017,0.009418,-0.000157,0.045348,-0.000000,-0.001190,0.000160,1.250000,27272.000000,
505.000000,0.000002,0.618743,5.000045,0.000167,-0.000634,2.474984,-0.037174,-0.004601,-0.171670,0.000000,0.001441,-0.000000,-0.000018,0.009644,-0.000163,0.045350,-0.000000,-0.001190,0.000167,1.666667,27276.000000,
510.000000,0.000002,0.631242,5.000049,0.000174,-0.000659,2.499984,-0.038054,-0.004867,-0.175969,0.000000,0.001491,-0.000000,-0.000019,0.009877,-0.000169,0.046502,-0.000000,-0.001259,0.000174,1.000000,27282.000000,
515.000000,0.000002,0.643867,5.000069,0.000182,-0.000683,2.524984,-0.038933,-0.004863,-0.175732,0.000000,0.001541,-0.000000,-0.000020,0.010109,-0.000176,0.046504,-0.000000,-0.001259,0.000182,1.250000,27286.000000,
520.000000,0.000002,0.656617,5.000074,0.000190,-0.000709,2.549984,-0.039833,-0.005138,-0.179983,0.000000,0.001593,-0.000000,-0.000020,0.010348,-0.000182,0.047647,-0.000000,-0.001330,0.000190,0.833333,27293.000000,
525.000000,0.000002,0.669491,5.000096,0.000198,-0.000734,2.574985,-0.040731,-0.005134,-0.179734,0.000000,0.001646,-0.000000,-0.000021,0.010586,-0.000189,0.047649,-0.000000,-0.001330,0.000198,1.000000,27299.000000,
530.000000,0.000002,0.682491,5.000103,0.000206,-0.000762,2.599985,-0.041651,-0.005419,-0.183932,0.000000,0.001700,-0.000000,-0.000022,0.010830,-0.000196,0.048782,-0.000000,-0.001403,0.000206,1.250000,27303.000000,
535.000000,0.000002,0.695615,5.000126,0.000215,-0.000789,2.624986,-0.042569,-0.005414,-0.183672,0.000000,0.001756,-0.000000,-0.000023,0.011074,-0.000203,0.048783,-0.000000,-0.001403,0.000215,1.666667,27307.000000,
540.000000,0.000002,0.708865,5.000134,0.000224,-0.000817,2.649987,-0.043509,-0.005709,-0.187813,0.000000,0.001812,-0.000000,-0.000024,0.011323,-0.000210,0.049905,-0.000000,-0.001479,0.000224,1.250000,27311.000000,
