timestamp,rocket_x,rocket_y,rocket_z,rocket_vx,rocket_vy,rocket_vz,rocket_ax,rocket_ay,rocket_az,rocket_theta,rocket_phi,rocket_wy,rocket_psi,rocket_wx,rocket_wz,rocket_alphx,rocket_alphy,rocket_alphz,course_deviation,simSpeed,systemTime
445.000000,0.000000,0.478500,0.000004,-0.000001,2.175000,-0.001064,-0.000006,5.000000,-0.005194,0.000000,0.000040,-0.000000,-0.000000,0.000276,-0.000000,0.001367,-0.000000,-0.000002,0.000004,0.833333,107560.000000,
450.000000,0.000000,0.489500,0.000005,-0.000001,2.200000,-0.001091,-0.000006,5.000000,-0.005356,0.000000,0.000041,-0.000000,-0.000000,0.000283,-0.000000,0.001410,-0.000000,-0.000002,0.000005,1.250000,107564.000000,
455.000000,0.000000,0.500625,0.000005,-0.000001,2.225000,-0.001117,-0.000007,5.000000,-0.005349,0.000000,0.000043,-0.000000,-0.000000,0.000290,-0.000000,0.001410,-0.000000,-0.000002,0.000005,0.833333,107571.000000,
460.000000,0.000000,0.511875,0.000005,-0.000001,2.250000,-0.001145,-0.000007,5.000000,-0.005513,0.000000,0.000044,-0.000000,-0.000000,0.000297,-0.000000,0.001454,-0.000000,-0.000002,0.000005,1.000000,107577.000000,
465.000000,0.000000,0.523250,0.000005,-0.000001,2.275000,-0.001173,-0.000007,5.000000,-0.005506,0.000000,0.000046,-0.000000,-0.000000,0.000304,-0.000000,0.001454,-0.000000,-0.000002,0.000005,1.250000,107581.000000,
470.000000,0.000000,0.534750,0.000006,-0.000001,2.300000,-0.001201,-0.000007,5.000000,-0.005671,0.000000,0.000047,-0.000000,-0.000000,0.000312,-0.000000,0.001498,-0.000000,-0.000002,0.000006,1.250000,107585.000000,
475.000000,0.000000,0.546375,0.000006,-0.000001,2.325000,-0.001229,-0.000007,5.000000,-0.005664,0.000000,0.000049,-0.000000,-0.000000,0.000319,-0.000000,0.001498,-0.000000,-0.000002,0.000006,1.000000,107591.000000,
480.000000,0.000000,0.558125,0.000006,-0.000001,2.350000,-0.001258,-0.000007,5.000000,-0.005831,0.000000,0.000050,-0.000000,-0.000000,0.000327,-0.000000,0.001542,-0.000000,-0.000002,0.000006,1.250000,107596.000000,
485.000000,0.000000,0.570000,0.000006,-0.000001,2.375000,-0.001287,-0.000008,5.000000,-0.005823,0.000000,0.000052,-0.000000,-0.000000,0.000335,-0.000000,0.001542,-0.000000,-0.000002,0.000006,1.250000,107600.000000,
490.000000,0.000000,0.582000,0.000007,-0.000001,2.400000,-0.001317,-0.000008,5.000000,-0.005991,0.000000,0.000054,-0.000000,-0.000000,0.000343,-0.000000,0.001587,-0.000000,-0.000002,0.000007,1.000000,107605.000000,
495.000000,0.000000,0.594125,0.000007,-0.000001,2.425000,-0.001347,-0.000008,5.000000,-0.005983,0.000000,0.000056,-0.000000,-0.000000,0.000351,-0.000000,0.001587,-0.000000,-0.000002,0.000007,0.833333,107612.000000,
500.000000,0.000000,0.606375,0.000007,-0.000001,2.450000,-0.001378,-0.000008,5.000000,-0.006153,0.000000,0.000057,-0.000000,-0.000000,0.000359,-0.000000,0.001633,-0.000000,-0.000002,0.000007,0.714286,107619.000000,
505.000000,0.000000,0.618750,0.000007,-0.000001,2.475000,-0.001409,-0.000008,5.000000,-0.006144,0.000000,0.000059,-0.000000,-0.000000,0.000367,-0.000000,0.001633,-0.000000,-0.000002,0.000007,1.000000,107625.000000,
510.000000,0.000000,0.631250,0.000008,-0.000001,2.500000,-0.001440,-0.000008,5.000000,-0.006316,0.000000,0.000061,-0.000000,-0.000000,0.000375,-0.000000,0.001679,-0.000000,-0.000002,0.000008,1.250000,107629.000000,
515.000000,0.000000,0.643875,0.000008,-0.000001,2.525000,-0.001472,-0.000009,5.000000,-0.006307,0.000000,0.000063,-0.000000,-0.000000,0.000384,-0.000000,0.001679,-0.000000,-0.000002,0.000008,1.250000,107633.000000,
520.000000,0.000000,0.656625,0.000008,-0.000001,2.550000,-0.001504,-0.000009,5.000000,-0.006480,0.000000,0.000065,-0.000000,-0.000000,0.000392,-0.000000,0.001725,-0.000000,-0.000002,0.000008,0.714286,107641.000000,
525.000000,0.000000,0.669500,0.000009,-0.000002,2.575000,-0.001537,-0.000009,5.000000,-0.006470,0.000000,0.000067,-0.000000,-0.000000,0.000401,-0.000000,0.001725,-0.000000,-0.000002,0.000009,0.625000,107650.000000,
530.000000,0.000000,0.682500,0.000009,-0.000002,2.600000,-0.001570,-0.000009,5.000000,-0.006645,0.000000,0.000069,-0.000000,-0.000000,0.000410,-0.000000,0.001772,-0.000000,-0.000002,0.000009,1.250000,107654.000000,
535.000000,0.000000,0.695625,0.000009,-0.000002,2.625000,-0.001603,-0.000010,5.000000,-0.006635,0.000000,0.000071,-0.000000,-0.000000,0.000419,-0.000000,0.001772,-0.000000,-0.000002,0.000009,0.833333,107660.000000,
540.000000,0.000000,0.708875,0.000010,-0.000002,2.650000,-0.001637,-0.000010,5.000000,-0.006810,0.000000,0.000073,-0.000000,-0.000000,0.000428,-0.000000,0.001819,-0.000000,-0.000002,0.000010,1.250000,107665.000000,
545.000000,0.000000,0.722250,0.000010,-0.000002,2.675000,-0.001671,-0.000010,5.000000,-0.006800,0.000000,0.000075,-0.000000,-0.000000,0.000437,-0.000000,0.001819,-0.000000,-0.000003,0.000010,1.250000,107669.000000,
